578227.3007954754,6135619.499623775,3362
572864.6557517161,6137412.475372208,4587
573354.2104179733,6137648.344713012,572
572988.309257856,6137214.89460764,5124
573281.3808386798,6137361.611781587,4909
573247.8989483115,6137152.07956508,4827
573488.901826527,6137382.453008227,4615
573505.9360646722,6137171.7613149695,4001
571687.939885461,6136721.549800679,4929
572504.4166073971,6137304.527369795,5727
572568.7079082117,6137110.534823863,5689
572130.4393833461,6137109.792049343,4773
572248.4978028808,6136992.629117139,5086
572619.1910737329,6136920.3325000685,4771
571958.2940827919,6136609.116479367,4769
572145.202797777,6136551.141606063,4769
572537.4847312563,6136647.5616278425,4771
572276.4770500046,6136782.395720655,4328
572345.3054459747,6136601.276112216,4770
572659.7108165289,6136731.5200512,4771
573048.7350021466,6136968.588277046,5720
572951.3337697923,6136691.805344624,4758
573371.6712458434,6136893.131716299,4622
573393.5130679747,6136605.131146908,2207
573187.0432443998,6136519.107410882,3242
573578.2154705562,6136900.14022894,575
573605.3143345122,6136549.97371008,3243
573783.5803596267,6136925.629365031,577
574198.6747807243,6136945.509746717,4261
573806.8453144328,6136617.606822591,4056
574224.393579952,6136636.126251582,4993
574037.3582393124,6136197.651431775,4054
574480.8837159253,6136379.770040544,4070
573989.2458530975,6136944.3497449905,578
574404.2203639774,6136954.07818553,4375
574011.9797894346,6136634.6699354,2209
574431.8073167554,6136687.966205532,2211
574145.3978749115,6136324.496057399,4052
574426.1032639659,6136189.135018289,4052
573719.6378184925,6137606.337367828,4580
574145.2182082862,6137638.318376032,4050
573759.5184874514,6137224.008769887,2206
574118.139172516,6137275.923355576,4551
573923.3301102773,6137571.071284324,3927
574305.5271139564,6137664.466196878,4047
573963.3398362519,6137259.747403354,4025
574234.6388351202,6137339.65283634,4043
574360.4453449424,6137185.466758405,2202
574584.7656197941,6137983.545163511,3816
574734.7582186424,6136203.944741642,4072
575045.8729554066,6136298.824531501,4068
574453.0880828828,6137719.611690176,3817
574568.3339252276,6137523.649066668,4033
574794.4822405328,6137587.281622419,4533
574669.1218320795,6137175.669353905,4204
574954.6997251402,6137250.925245096,4557
574692.2332618001,6136742.51947242,2218
575004.1079665236,6136768.191302339,4558
574753.4320141884,6137796.718856042,4092
574475.830499243,6137357.458096327,4550
574910.5386747564,6137474.854747135,2198
574651.6466169117,6136998.915675659,4824
574975.6805399153,6137026.542414669,3872
574711.9400285878,6136541.226710429,4069
575024.3546129938,6136564.963780379,4561
574646.1282810636,6137344.995193273,2200
573593.0341369649,6139204.431215659,4416
573860.1048054142,6139346.153218084,4408
574231.5967181902,6139234.461755977,4433
574364.3072625559,6139541.628358105,2456
574255.8881419452,6138817.616298757,4326
573886.9355662672,6138872.805406036,4327
573632.308846976,6138698.850488581,566
573911.2900096574,6138556.313996244,3931
573730.4576436991,6138149.094646573,3929
574296.0028467902,6138501.7389484,4048
574355.5754386365,6138109.852981401,4441
574609.8654877853,6139051.663268831,3803
573963.9064666036,6138152.315943863,3843
574481.4696321881,6138408.016256174,3877
574647.013311811,6138743.27834174,3513
574073.0898913278,6138015.059038088,3999
574699.495559065,6138370.971030108,3838
574761.1188640771,6138207.269412118,3822
569229.1344180461,6147508.644215068,5441
568833.0653193321,6148246.258487816,920
568456.4374053547,6148287.4577226965,4545
568020.970488908,6149211.92617317,791
567921.1322099515,6150006.298174023,940
568435.7674710986,6150255.710219059,5382
568915.5536074523,6149780.924800585,971
568400.8685330886,6149557.632413606,935
568600.279766001,6148924.025370456,969
568880.9553452709,6149184.905653324,928
