CODIGO_PARADA,X,Y,LINEAS,ADYACENTES
1330,570560.069900184,6143947.92589401,L3:3648:11,4413
1332,570606.054943673,6142803.766518,427:83:81;427:2358:68,1333
1333,570413.36508044,6142939.39138358,427:83:82;427:2358:69,1334
1334,570218.82471,6143065.8577,427:83:83;427:2358:70,1335
1335,570007.67368974,6143210.27785851,427:83:84;427:2358:71,1336
1336,569830.97086,6143329.64025,427:83:85;427:2358:72,1337
1337,569717.16399,6143406.77911,427:83:86;427:2358:73,1338
1338,569504.99008975,6143557.24442329,427:83:87;427:2358:74,1339
1339,569362.61921,6143648.76354,427:83:88;427:2358:75,1340
1340,569219.932246887,6143751.14697319,427:83:89;427:2358:76,1341
1341,569018.92568,6143886.78363,427:83:90;427:2358:77,4630
1342,569168.89072,6143777.46795,427:86:27;427:2359:27,1343
1343,569338.19986,6143660.33155,427:86:28;427:2359:28,1344
1344,569473.3292,6143567.48176,427:86:29;427:2359:29,1345
1345,569682.309677916,6143423.13042318,427:86:30;427:2359:30,1346
1346,569794.37654,6143346.53704,427:86:31;427:2359:31,6044
1347,570370.9292,6142953.0577,427:86:34;427:2359:34,1348
1348,570554.96953,6142831.17212,427:86:35;427:2359:35,4749
1349,570807.44367,6142539.62757,427:86:37;427:2359:37,1293
1350,569587.89193,6146187.17858,409:55:59;522:183:85;409:3124:59;151:3363:87;L3:3648:27,1351
1351,569458.199085753,6146283.8013278,409:55:60;522:183:86;409:3124:60;151:3363:88;L3:3648:28,1385;1387;4397
1353,569463.50134,6146267.23756,409:58:21;522:184:7;409:3125:19;151:3364:4;L3:3647:22,1354
1354,569584.40527,6146182.17025,409:58:22;522:184:8;409:3125:20;151:3364:5;L3:3647:23,5006
1355,570374.494133033,6145602.584638,409:58:24;522:184:10;409:3125:22;151:3364:7;L3:3647:25,1356;4486
1356,570588.231124678,6145444.91161547,522:184:11;L24:3352:18;151:3364:8,1400;5542
1360,570911.092046241,6144253.73219671,409:55:40;409:3124:40,1361
1361,570691.016734225,6144406.7654927,409:55:41;409:3124:41,1362
1362,570513.99702821,6144529.45598,409:55:42;409:3124:42,1363
1363,570359.164751472,6144639.79346614,409:55:43;409:3124:43,4449
1364,569873.84147,6144981.124,409:55:46;409:3124:46,4899
1365,569423.926115322,6145303.25366206,409:55:49;409:3124:49;L3:3648:17,1366
1366,569216.558119696,6145468.6885173,409:55:50;409:3124:50;L3:3648:18,1371
1367,569359.636900009,6145731.65412024,409:58:29;409:3125:27;L24:3352:9;L3:3647:29,1372
1368,569417.58019,6145799.79642,409:55:52;409:3124:52;L3:3648:20,4542
1369,569679.08067,6145677.29036,409:58:27;409:3125:25;L24:3352:7,1370
1370,569557.32247184,6145776.21137402,409:58:28;409:3125:26;L24:3352:8;L3:3647:28,1367
1371,569286.580401966,6145619.66225831,409:55:51;409:3124:51;L3:3648:19,1368
1372,569192.53775,6145499.4891,409:58:30;409:3125:28;L24:3352:10;L3:3647:30,1373
1373,569350.686726285,6145338.72450342,409:58:31;409:3125:29;L24:3352:11;L3:3647:31,4620;6211
1374,569880.95595,6144970.41521,409:58:34;409:3125:32;L24:3352:13,1375
1375,569980.419337113,6144894.52914065,409:58:35;409:3125:33;L24:3352:14,1376;6212
1376,570149.283663718,6144774.8369546,409:58:36;409:3125:34,1377
1377,570330.06808,6144649.81532,409:58:37;409:3125:35,1378
1378,570468.90066,6144551.21468,409:58:38;409:3125:36,1379
1379,570634.768602706,6144431.11169888,409:58:39;409:3125:37,1380
1380,570856.642895475,6144277.11894649,409:58:40;409:3125:38,1381
1381,571087.512092005,6144119.0485044,409:58:41;409:3125:39;L3:3647:40,1206
1382,568432.141422752,6147130.83641739,409:55:63;409:3124:63;L3:3648:32,801
1383,568403.84051,6147139.83059,409:58:16;409:3125:14;L3:3647:17,1384
1384,568604.51011,6146513.85821,409:58:17;409:3125:15;151:3364:1;L3:3647:18,4689;5127
1385,569209.082051216,6146314.4614805,409:55:61;409:3124:61;145:3357:85;145:3635:85;L3:3648:29,1386;4397;4688
1386,569345.60029,6146337.0048,409:58:20;409:3125:18;145:3357:86;145:3358:18;151:3364:3;145:3635:86;L3:3647:21,1353;1387
1387,569608.97923236,6146536.99948576,522:183:87;145:3357:87;145:3358:19;145:3635:87,1389;4721
1388,569600.201631225,6146544.4862632,522:184:6;145:3357:84;145:3358:17;145:3635:84,1353;1385;1386
1389,569835.466554,6146760.200622,145:3357:88;145:3358:20;145:3635:88,1390;1430
1390,570065.3720558,6146711.30530795,145:3358:21,1391
1391,570312.266027194,6146535.4187185,145:3358:22,1392
1392,570463.955506806,6146420.33044236,145:3358:23,1393
1393,570733.110485547,6146228.14792979,145:3358:24,1394
1394,570967.958306842,6146052.75966333,145:3358:25,1395
1395,570811.149691324,6145782.93531432,145:3358:26;526:3370:24,1400
1397,570756.292982572,6145420.03435712,522:183:81;522:2425:81;151:3363:83,4555
1398,570395.27228,6145598.7125,522:183:83;522:184:1;522:2425:83;522:2426:1;151:3363:85,4171;5697
1399,570767.0499325,6145753.38084892,522:2426:3,1400
1400,571181.26352191,6145454.04395604,522:184:13;522:2426:4;L24:3352:19;145:3358:27;151:3364:10;526:3370:25,1432
1401,570815.5642,6145728.59191,145:3357:77;526:3369:72;145:3635:77;526:3636:72;526:7329:72,1402;5697
1402,570994.90162,6146015.94105,145:3357:78;526:3369:73;145:3635:78;526:3636:73;526:7329:74,1403;5886
1403,570785.820875903,6146205.23036877,145:3357:79;145:3635:79,1404
1404,570526.392853899,6146407.02091383,145:3357:80;145:3635:80,1405
1405,570355.91345165,6146529.74259604,145:3357:81;145:3635:81,4455
1406,570106.06504,6146691.35953,145:3357:83;145:3635:83,1388
1408,570226.62075,6147037.91799,G3:3344:12;526:3370:16,4666;5860
1412,570215.45488,6147151.73277,145:3357:90;145:3358:14;526:3369:81;145:3635:90;526:3636:81;526:7329:82,1413;1430
1413,570367.891056811,6147348.11006911,145:3357:91;526:3369:82;145:3635:91;526:3636:82;526:7329:83,1415
1415,570585.854154072,6147622.49490286,145:3357:92;526:3369:83;145:3635:92;526:3636:83;526:7329:84,1416
1416,570851.85652,6147793.46382,145:3357:93;526:3369:84;145:3635:93;526:3636:84;526:7329:85,1417
1417,570923.18371,6147967.00124,145:3357:94;526:3369:85;145:3635:94;526:3636:85;526:7329:86,1418
1418,570972.00818,6148155.36345,145:3357:95;526:3369:86;145:3635:95;526:3636:86;526:7329:87,1163
1419,570478.05749,6148523.03186,2:7565:82;2:7589:82;2:7593:82,6187
1420,570544.952038646,6148793.81249395,L29:3353:57;145:3357:101;147:3359:77;526:3369:92;147:3389:73;174:3393:78;526:7329:93;L29:7331:56;2:7565:81;2:7589:81;2:7593:81,1419;4715
1421,570810.77262208,6148890.83525608,L29:3354:6;147:3360:7;147:3390:7;L29:7330:6,5882
1422,570523.398324439,6149081.6769364,L29:3354:5;145:3358:5;147:3360:5;526:3370:5;147:3390:5;174:3394:5;L29:7330:5,1421;5009;5882;5938
1423,570616.3331,6148159.68746,526:3370:10,1424
1424,570528.70947,6147898.31383,526:3370:11,5904
1426,570921.7441063,6147998.27011224,145:3358:10,1427
1427,570870.376057261,6147809.17748909,145:3358:11,1428
1428,570603.462140735,6147683.91811213,145:3358:12;526:3370:13,5146
1430,570045.019477004,6146936.38033742,145:3357:89;145:3358:15;145:3635:89,1412;1431
1431,570024.624462601,6146917.27614671,145:3358:16,1388
1432,571411.199548836,6145287.48187776,522:184:14;522:2426:5;L24:3352:20;145:3358:28;148:3362:29;151:3364:11;526:3370:26;D5:3372:23;148:3406:29;148:3408:29;148:3410:38;148:3412:39;2:7566:28;2:7590:26;2:7592:40,1433
1433,571580.231146869,6145166.23912434,522:184:15;522:2426:6;L24:3352:21;145:3358:29;148:3362:30;151:3364:12;526:3370:27;D5:3372:24;148:3406:30;148:3408:30;148:3410:39;148:3412:40;2:7566:29;2:7590:27;2:7592:41,1446;1461;4983
1435,572151.31948,6144752.84784,195:1428:68;195:2998:70;195:3009:74;195:3081:78;L24:3352:24;147:3360:37;147:3390:37;195:7343:72,1436
1436,572291.285831783,6144644.73413195,195:1428:69;195:2998:71;195:3009:75;195:3081:79;L24:3352:25;147:3360:38;147:3390:38;195:7343:73,1645
1437,572132.587160885,6144771.05827398,195:1434:50;195:2999:30;195:3010:30;195:3082:48;L24:3351:15;147:3359:44;147:3389:40;195:7342:50,1438
1438,571994.519317203,6144876.11679412,195:1434:51;195:2999:31;195:3010:31;195:3082:49;L24:3351:16;147:3359:45;147:3389:41;195:7342:51,5020
1441,571519.16818,6145224.4139,522:183:78;522:2425:78;L24:3351:18;145:3357:75;151:3363:80;526:3369:70;148:3405:44;148:3407:40;148:3409:44;148:3632:44;148:3633:40;148:3634:50;145:3635:75;526:3636:70;148:3637:40;148:3640:50;148:3651:50;148:3653:50;526:7329:70;2:7565:68;2:7589:68;2:7591:68;2:7593:68,1443
1443,571307.47751,6145376.91816,522:183:79;522:2425:79;L24:3351:19;145:3357:76;151:3363:81;526:3369:71;D5:3371:31;148:3405:45;148:3407:41;148:3409:45;148:3632:45;148:3633:41;148:3634:51;145:3635:76;526:3636:71;148:3637:41;148:3640:51;148:3651:51;148:3653:51;526:7329:71;2:7565:69;2:7589:69;2:7591:69;2:7593:69,1401;4543;4897
1446,571817.10839596,6145340.47682047,522:184:16;195:1434:53;522:2426:7;195:2999:33;195:3010:33;195:3082:51;145:3358:30;147:3359:47;147:3389:43;195:7342:53;2:7566:30;2:7590:28;2:7592:42,1447;1681
1447,572034.4968,6145494.29742,147:3359:48;147:3389:44,1448
1448,572210.67252,6145582.58189,582:219:60;147:3359:49;147:3389:45,1449
1449,572340.32265,6145742.11171,582:219:61;L29:3353:30;147:3359:50;147:3389:46;L29:3644:30;L29:7331:30;L29:7333:30,1450
1450,572433.18469,6145862.68678,582:219:62;L29:3353:31;147:3359:51;147:3389:47;L29:3644:31;L29:7331:31;L29:7333:31,5754
1457,572232.96935,6145605.43834,582:220:12;L29:3354:31;147:3360:32;147:3390:32;L29:3643:32;L29:7330:31;L29:7332:32,1458;1666;1668
1458,572056.42943,6145513.30917,147:3360:33;147:3390:33,1459
1459,571814.122643333,6145359.89965333,522:183:76;195:1428:65;522:2425:76;195:2998:67;195:3009:71;195:3081:75;145:3357:73;147:3360:34;147:3390:34;145:3635:73;195:7343:69;2:7565:66;2:7589:66;2:7591:66;2:7593:66,1460
1460,571700.81479046,6145148.15520099,522:183:77;195:1428:66;522:2425:77;195:2998:68;195:3009:72;195:3081:76;145:3357:74;147:3360:35;147:3390:35;145:3635:74;195:7343:70;2:7565:67;2:7589:67;2:7591:67;2:7593:67,1441;4936
1461,571567.81161,6144770.32666,148:3362:31;151:3364:13;D5:3372:25;148:3406:31;148:3408:31;148:3410:40;148:3412:41,1463
1463,571853.37947,6144528.34679,148:3362:32;151:3364:14;D5:3372:26;148:3406:32;148:3408:32;148:3410:41;148:3412:42,1464;1466
1464,571995.506332242,6144425.44844017,582:220:17;148:3362:33;151:3364:15;526:3370:31;148:3406:33;148:3408:33;148:3410:42;148:3412:43,1465
1465,572177.25194,6144294.67268,582:220:18;148:3362:34;151:3364:16;526:3370:32;148:3406:34;148:3408:34;148:3410:43;148:3412:44,1466
1466,572280.354957316,6144217.00920713,582:220:19;148:3362:35;151:3364:17;526:3370:33;D5:3372:27;148:3406:35;148:3408:35;148:3410:44;148:3412:45,1467;1469
1467,572536.52931,6144026.73007,582:220:20;148:3362:36;151:3364:18;526:3370:34;148:3406:36;148:3408:36;148:3410:45;148:3412:46,1468
1468,572808.53513431,6143824.61273178,582:220:21;148:3362:37;151:3364:19;526:3370:35;148:3406:37;148:3408:37;148:3410:46;148:3412:47,1469
1469,572978.85693,6143697.54745,582:220:22;149:982:26;149:1959:12;148:3362:38;151:3364:20;526:3370:36;D5:3372:28;148:3406:38;148:3408:38;148:3410:47;148:3412:48;M-B:7376:31,1470;1471
1470,573161.377698178,6143561.17284457,582:220:23;149:982:27;149:1959:13;148:3362:39;151:3364:21;526:3370:37;148:3406:39;148:3408:39;148:3410:48;148:3412:49;M-B:7376:32,1471
1471,573267.19277,6143366.06976,582:220:24;149:982:28;149:1959:14;148:3362:40;151:3364:22;526:3370:38;D5:3372:29;148:3406:40;148:3408:40;148:3410:49;148:3412:50;M-B:7376:33,1472;1628
1472,573375.510654628,6142961.47052626,522:184:33;538:205:49;582:220:25;149:982:29;157:1069:34;181:1282:25;182:1299:9;149:1959:15;538:2091:49;522:2426:24;538:3016:51;538:3020:51;182:3238:9;148:3362:41;151:3364:23;526:3370:39;D5:3372:30;148:3406:41;148:3408:41;148:3410:50;148:3412:51;181:7602:9,1605
1474,573545.755024357,6142222.62513301,522:184:35;538:205:51;582:220:27;149:982:31;157:1069:36;149:1959:17;538:2091:51;522:2426:26;538:3016:53;538:3020:53;147:3360:52;148:3362:43;151:3364:25;526:3370:41;147:3390:52;148:3406:43;148:3408:43;148:3410:52;148:3412:53,1475;1616;1620
1475,573729.003419781,6141882.24476043,149:982:32;157:1069:37;149:1959:18;147:3360:53;148:3362:44;151:3364:26;526:3370:42;D5:3372:32;147:3390:53;148:3406:44;148:3408:44;148:3410:53;148:3412:54,1476;1477
1476,573754.361269888,6141753.50490605,149:982:33;157:1069:38;149:1959:19;147:3360:54;148:3362:45;151:3364:27;526:3370:43;147:3390:54;148:3406:45;148:3408:45;148:3410:54;148:3412:55,1477
1477,573801.717596795,6141540.99745281,149:982:34;157:1069:39;149:1959:20;147:3360:55;148:3362:46;151:3364:28;526:3370:44;D5:3372:33;147:3390:55;148:3406:46;148:3408:46;148:3410:55;148:3412:56,1478;1479
1478,573873.583169478,6141183.22473501,149:982:35;157:1069:40;149:1959:21;147:3360:56;148:3362:47;151:3364:29;526:3370:45;147:3390:56;148:3406:47;148:3408:47;148:3410:56;148:3412:57,1479;4632
1479,574027.332051223,6140871.14429249,149:982:36;157:1069:41;149:1959:22;147:3360:57;148:3362:48;151:3364:30;D5:3372:34;147:3390:57;148:3406:48;148:3408:48;148:3410:57;148:3412:58,1480;1481
1480,574129.250912576,6140640.42185622,546:218:14;149:982:37;157:1069:42;149:1959:23;147:3360:58;148:3362:49;151:3364:31;147:3390:58;148:3406:49;148:3408:49;148:3410:58;148:3412:59,1481
1481,574217.284097372,6140445.29884283,546:218:15;149:982:38;157:1069:43;149:1959:24;147:3360:59;148:3362:50;151:3364:32;D5:3372:35;147:3390:59;148:3406:50;148:3408:50;148:3410:59;148:3412:60,1482
1482,574263.88459,6140128.65671,546:218:16;149:982:39;157:1069:44;149:1959:25;147:3360:60;148:3362:51;151:3364:33;D5:3372:36;147:3390:60;148:3406:51;148:3408:51;148:3410:60;148:3412:61,1483;4434
1483,574227.938826137,6139860.43443054,546:218:17;149:982:40;157:1069:45;149:1959:26;147:3360:61;148:3362:52;151:3364:34;147:3390:61;148:3406:52;148:3408:52;148:3410:61;148:3412:62,2456;3691
1484,571707.176278496,6141985.56432475,181:1274:55;183:1301:55;195:1428:79;195:2998:81;195:3009:85;195:3081:89;181:3237:56;195:7343:83,1485
1485,571588.557993577,6141866.53841686,181:1274:56;183:1301:56;195:1428:80;195:2998:82;195:3009:86;195:3081:90;181:3237:57;195:7343:84,1487
1487,571404.720033101,6141682.70045638,181:1274:57;183:1301:57;195:1428:81;195:2998:83;195:3009:87;195:3081:91;181:3237:58;195:7343:85,1491
1488,571447.43687,6141737.54437,181:1282:14;183:1311:14;195:1434:37;195:2999:17;195:3010:17;195:3082:35;195:7342:37,1489
1489,571540.866105826,6141793.16628186,181:1282:15;183:1311:15;195:1434:38;195:2999:18;195:3010:18;195:3082:36;195:7342:38,1490
1490,571734.62713,6141994.62736,181:1282:16;183:1311:16;195:1434:39;195:2999:19;195:3010:19;195:3082:37;195:7342:39,1599;5709
1491,571273.22599,6141778.99109,181:1274:58;183:1301:58;195:1428:82;195:2998:84;195:3009:88;195:3081:92;181:3237:59;195:7343:86,1492
1492,571132.40992,6141924.03219,181:1274:59;183:1301:59;195:1428:83;195:2998:85;195:3009:89;195:3081:93;181:3237:60;195:7343:87,1494
1494,570982.79162,6141947.2406,181:1274:60;183:1301:60;195:1428:84;195:2998:86;195:3009:90;195:3081:94;181:3237:61;195:7343:88,1495
1495,570843.315989023,6141813.44967925,126:685:37;163:1117:52;181:1274:61;183:1301:61;195:1428:85;126:2092:37;195:2998:87;195:3009:91;195:3081:95;181:3237:62;163:3267:52;195:7343:89;17:7476:49;17:7487:49;76:7512:56,1496
1496,570700.890943479,6141675.51046191,126:685:38;163:1117:53;181:1274:62;183:1301:62;195:1428:86;126:2092:38;195:2998:88;195:3009:92;195:3081:96;181:3237:63;163:3267:53;195:7343:90;17:7476:50;17:7487:50;76:7512:57,1497
1497,570545.28877758,6141525.98285504,126:685:39;163:1117:54;181:1274:63;183:1301:63;195:1428:87;126:2092:39;195:2998:89;195:3009:93;195:3081:97;181:3237:64;163:3267:54;195:7343:91;17:7476:51;17:7487:51;76:7512:58,1498
1498,570403.403425845,6141387.53796168,126:685:40;163:1117:55;181:1274:64;183:1301:64;195:1428:88;126:2092:40;195:2998:90;195:3009:94;195:3081:98;181:3237:65;163:3267:55;195:7343:92;17:7476:52;17:7487:52;76:7512:59,1499
1499,570256.37741,6141240.5866,126:685:41;163:1117:56;181:1274:65;183:1301:65;195:1428:89;126:2092:41;195:2998:91;195:3009:95;195:3081:99;181:3237:66;163:3267:56;195:7343:93;17:7476:53;17:7487:53;76:7512:60,1500
1500,570117.031612579,6141108.46206445,126:685:42;163:1117:57;181:1274:66;183:1301:66;195:1428:90;126:2092:42;195:2998:92;195:3009:96;195:3081:100;181:3237:67;163:3267:57;195:7343:94;17:7476:54;17:7487:54;76:7512:61,1501;1531
1501,570053.262652098,6140950.46068716,126:688:7;163:1122:27;181:1274:67;183:1301:67;195:1434:27;126:2093:29;195:2999:7;195:3010:7;195:3082:25;181:3237:68;195:7342:27;17:7478:28;76:7513:25,1502;1503;4717
1502,570120.866702697,6140946.81094637,126:688:8;181:1282:5;183:1311:5;195:1434:28;126:2093:30;195:2999:8;195:3010:8;195:3082:26;195:7342:28;17:7478:29;76:7513:26,1503
1503,570290.81070751,6141119.2872294,126:688:9;163:1122:28;181:1282:6;183:1311:6;195:1434:29;126:2093:31;195:2999:9;195:3010:9;195:3082:27;195:7342:29;17:7478:30;76:7513:27,1504
1504,570443.36625,6141269.57149,126:688:10;163:1122:29;181:1282:7;183:1311:7;195:1434:30;126:2093:32;195:2999:10;195:3010:10;195:3082:28;195:7342:30;17:7478:31;76:7513:28,1505
1505,570592.38149,6141415.18984,126:688:11;163:1122:30;181:1282:8;183:1311:8;195:1434:31;126:2093:33;195:2999:11;195:3010:11;195:3082:29;195:7342:31;17:7478:32;76:7513:29,1506
1506,570728.235429715,6141544.52346325,126:688:12;163:1122:31;181:1282:9;183:1311:9;195:1434:32;126:2093:34;195:2999:12;195:3010:12;195:3082:30;195:7342:32;17:7478:33;76:7513:30,1507
1507,570880.897746342,6141689.73793832,126:688:13;163:1122:32;181:1282:10;183:1311:10;195:1434:33;126:2093:35;195:2999:13;195:3010:13;195:3082:31;195:7342:33;17:7478:34;76:7513:31,1508
1508,571033.82872,6141845.96194,126:688:14;163:1122:33;181:1282:11;183:1311:11;195:1434:34;126:2093:36;195:2999:14;195:3010:14;195:3082:32;195:7342:34;17:7478:35;76:7513:32,1509;1512
1509,571177.3388,6141983.18671,181:1282:12;183:1311:12;195:1434:35;195:2999:15;195:3010:15;195:3082:33;195:7342:35,1510
1510,571323.14856,6141866.33974,181:1282:13;183:1311:13;195:1434:36;195:2999:16;195:3010:16;195:3082:34;195:7342:36,1488
1511,571057.03111,6141852.83237,126:685:36;163:1117:51;126:2092:36;163:3267:51;17:7476:48;17:7487:48;76:7512:55,1495
1512,571175.31195,6141722.37684,126:688:15;163:1122:34;126:2093:37;17:7478:36;76:7513:33,1513
1513,571309.947692057,6141579.97946738,126:688:16;163:1122:35;126:2093:38;17:7478:37;76:7513:34,1514
1514,571392.59577,6141499.31675,126:688:17;163:1122:36;126:2093:39;17:7478:38;76:7513:35,1515
1515,571583.40155,6141269.68368,126:688:18;163:1122:37;126:2093:40;17:7478:39;76:7513:36,1516
1516,571731.074649179,6141067.12135981,126:688:19;163:1122:38;126:2093:41;17:7478:40;76:7513:37,1517
1517,571848.67691,6140950.86757,126:688:20;163:1122:39;126:2093:42;17:7478:41;76:7513:38,1520
1520,572092.546885153,6141009.82676,126:688:21;163:1122:40;126:2093:43;17:7478:42;76:7513:39,1521
1521,572199.48519,6141055.84088,126:688:22;163:1122:41;126:2093:44;17:7478:43;76:7513:40,1522;3618
1522,572510.81085,6141288.76256,126:688:23;126:2093:45;17:7478:44;76:7513:41,1573
1523,572318.808629115,6141125.28643649,126:685:28;126:2092:28;17:7476:40;17:7487:40;76:7512:47,1524
1524,572134.220229111,6141044.88139638,126:685:29;163:1117:44;126:2092:29;163:3267:44;17:7476:41;17:7487:41;76:7512:48,1525
1525,571888.70566,6140944.83766,126:685:30;163:1117:45;126:2092:30;163:3267:45;17:7476:42;17:7487:42;76:7512:49,1526
1526,571769.2299,6141041.0175,126:685:31;163:1117:46;126:2092:31;163:3267:46;17:7476:43;17:7487:43;76:7512:50,1527
1527,571616.320329485,6141242.52603304,126:685:32;163:1117:47;126:2092:32;163:3267:47;17:7476:44;17:7487:44;76:7512:51,1528
1528,571414.95676,6141484.36327,126:685:33;163:1117:48;126:2092:33;163:3267:48;17:7476:45;17:7487:45;76:7512:52,1529
1529,571345.49344,6141556.01328,126:685:34;163:1117:49;126:2092:34;163:3267:49;17:7476:46;17:7487:46;76:7512:53,1530
1530,571201.84294,6141702.3268,126:685:35;163:1117:50;126:2092:35;163:3267:50;17:7476:47;17:7487:47;76:7512:54,1511
1531,569956.94812,6141206.91991,126:685:43;163:1117:58;195:1428:91;126:2092:43;195:2998:93;195:3009:97;195:3081:101;163:3267:58;195:7343:95;17:7476:55;17:7487:55;76:7512:62,1532
1532,569813.22208,6141358.76225,126:685:44;163:1117:59;195:1428:92;126:2092:44;195:2998:94;195:3009:98;195:3081:102;163:3267:59;195:7343:96;17:7476:56;17:7487:56;76:7512:63,1302
1533,569775.970782975,6141239.15521259,126:688:5;163:1122:25;195:1434:25;126:2093:27;195:2999:5;195:3010:5;195:3082:23;195:7342:25;17:7478:26;76:7513:23,1534
1534,569924.36701,6141091.53002,126:688:6;163:1122:26;195:1434:26;126:2093:28;195:2999:6;195:3010:6;195:3082:24;195:7342:26;17:7478:27;76:7513:24,1501
1535,569816.43231,6141797.64444,524:185:45;524:2101:35,1536
1536,569668.34114,6141951.54621,524:185:46;524:2101:36,1537
1537,569526.96866,6142097.7027,524:185:47;524:2101:37,1538
1538,569651.84872,6142237.9709,524:185:48;524:2101:38,1540
1540,569874.15238,6142454.7931,524:185:49;524:2101:39,1541
1541,569749.84122,6142604.13183,524:185:50;524:2101:40,1542
1542,569608.21466,6142750.82087,524:185:51;524:2101:41,1543
1543,569452.78592,6142890.89089,524:185:52;524:2101:42,1544
1544,569261.73472,6143022.01414,524:185:53;524:2101:43,4224
1545,569004.74453,6142619.77752,524:185:56;524:186:1;524:2101:46;524:2102:1,4284
1547,569426.12126,6142903.67447,524:186:6;524:2102:6,1548
1548,569581.32509,6142772.71433,524:186:7;524:2102:7,1549
1549,569725.44441,6142623.72726,524:186:8;524:2102:8,1550
1550,569869.93841,6142475.15562,524:186:9;524:2102:9,1552
1552,569669.49818,6142264.39951,524:186:10;524:2102:10,1553
1553,569527.415139883,6142127.54964219,524:186:11;524:2102:11,1554
1554,569642.62933,6141968.06776,524:186:12;524:2102:12,1555
1555,569784.05435,6141823.00024,524:186:13;524:2102:13,1286
1556,569590.88564,6140996.9544,124:647:33;D2:1756:18;124:2640:33,4815
1557,571435.23323,6140973.85932,124:650:24;D3:1536:35;D2:1757:4,2087;3918
1558,571481.78407,6140973.38257,124:647:31;D3:1535:16;D2:1756:16;124:2640:31,5319
1559,569875.25692,6140726.97499,181:1274:69;183:1301:69;181:3237:70,1560
1560,569656.23474,6140634.42887,181:1274:70;183:1301:70;181:3237:71,1562
1561,569470.9643,6140826.39851,181:1282:1;183:1311:1,1563
1562,569478.25148,6140838.48084,124:650:22;181:1274:71;183:1301:71;D3:1536:34;D2:1757:3;181:3237:72,1557;4717
1563,569635.43688,6140648.81447,181:1282:2;183:1311:2,4379
1564,570139.98593,6140849.02527,181:1282:4;183:1311:4,1502
1565,572097.92013,6141887.01971,409:55:32;427:83:77;494:121:44;495:137:44;524:185:33;546:217:58;125:666:33;127:695:27;127:701:27;127:705:24;127:709:24;128:711:37;128:725:37;128:728:37;133:770:33;135:782:27;137:796:38;137:815:34;370:1744:63;524:2101:23;427:2358:64;494:2652:44;127:2667:27;127:2670:24;127:2672:27;127:2674:24;137:2973:38;137:2981:34;133:2983:27;133:2985:27;133:2992:27;133:3045:27;133:3048:33;409:3124:32;137:3265:38;137:3266:34;494:3302:44;494:3304:44;G:3337:33;G:3401:69;G:3650:24;133:7451:33;133:7453:27,1566;1567
1566,571743.494879749,6142189.08327536,494:121:45;495:137:45;L14:168:1;524:185:34;127:695:28;127:701:28;127:705:25;127:709:25;157:1059:47;306:1761:89;524:2101:24;494:2652:45;127:2667:28;127:2670:25;127:2672:28;127:2674:25;306:3022:100;306:3088:82;306:3123:90;306:3270:89;306:3271:82;306:3272:100;494:3302:45;494:3304:45;L24:3352:35;L29:3353:2;L29:3644:2;L3:3648:1;L29:7331:2;L29:7333:2,1567
1567,571480.709113651,6142434.20277148,409:55:33;427:83:78;494:121:46;495:137:46;L14:168:2;524:185:35;546:217:59;125:666:34;127:695:29;127:701:29;127:705:26;127:709:26;128:711:38;128:725:38;128:728:38;133:770:34;135:782:28;137:796:39;137:815:35;157:1059:48;185:1330:43;185:1337:43;186:1354:43;370:1744:64;306:1761:90;524:2101:25;427:2358:65;494:2652:46;127:2667:29;127:2670:26;127:2672:29;127:2674:26;137:2973:39;137:2981:35;133:2983:28;133:2985:28;133:2992:28;306:3022:101;133:3045:28;133:3048:34;306:3088:83;306:3123:91;409:3124:33;137:3265:39;137:3266:35;185:3269:43;306:3270:90;306:3271:83;306:3272:101;494:3302:46;494:3304:46;186:3311:43;G:3337:34;L24:3352:36;L29:3353:3;G:3401:70;L29:3644:3;L3:3648:2;G:3650:25;L29:7331:3;L29:7333:3;133:7451:34;133:7453:28,1145
1568,571251.74444,6142638.65594,409:58:46;427:86:39;494:129:58;495:141:54;L14:170:23;524:186:22;546:218:2;125:673:32;125:683:30;127:698:59;127:702:60;127:708:59;127:710:60;128:720:24;128:726:42;128:733:18;133:771:62;135:784:70;137:811:42;137:819:42;157:1069:23;185:1332:32;185:1347:34;186:1358:36;370:1737:32;306:1760:34;133:2095:60;524:2102:22;427:2359:39;494:2653:56;127:2668:57;127:2671:57;127:2673:58;127:2675:58;133:2984:60;133:2986:62;306:3021:34;133:3046:82;133:3049:77;306:3087:34;306:3122:34;409:3125:44;494:3303:59;494:3305:57;G:3338:34;L24:3351:2;L29:3353:5;G:3402:34;L29:3644:5;L3:3647:45;G:3649:34;L29:7331:5;L29:7333:5;133:7450:82;133:7452:77,1569
