individuo,prestadorIndividuo,centro,prestadorCentro,tipoTransporte,dia,hora,tiempoViaje,llegaGeografico,cantidadPediatras,llega
1,7,412,4,AUTO,Lunes,700,16,Si,0,No
1,7,412,4,AUTO,Lunes,800,16,Si,1,No
1,7,412,4,AUTO,Lunes,900,16,Si,1,No
1,7,412,4,AUTO,Lunes,1000,16,Si,2,No
1,7,412,4,AUTO,Lunes,1100,16,Si,2,No
1,7,412,4,AUTO,Lunes,1200,16,Si,2,No
1,7,412,4,AUTO,Lunes,1300,16,Si,1,No
1,7,412,4,AUTO,Lunes,1400,16,Si,2,No
1,7,412,4,AUTO,Lunes,1500,16,Si,2,No
1,7,412,4,AUTO,Lunes,1600,16,Si,1,No
1,7,412,4,AUTO,Lunes,1700,-1,No,1,No
1,7,412,4,AUTO,Lunes,1800,-1,No,0,No
1,7,412,4,AUTO,Lunes,1900,-1,No,0,No
1,7,412,4,AUTO,Lunes,2000,-1,No,0,No
1,7,412,4,AUTO,Lunes,2100,20,Si,0,No
1,7,412,4,AUTO,Martes,600,16,Si,0,No
1,7,412,4,AUTO,Martes,700,16,Si,0,No
1,7,412,4,AUTO,Martes,800,16,Si,1,No
1,7,412,4,AUTO,Martes,900,16,Si,1,No
1,7,412,4,AUTO,Martes,1000,16,Si,1,No
1,7,412,4,AUTO,Martes,1100,16,Si,0,No
1,7,412,4,AUTO,Martes,1200,16,Si,1,No
1,7,412,4,AUTO,Martes,1300,16,Si,1,No
1,7,412,4,AUTO,Martes,1400,16,Si,1,No
1,7,412,4,AUTO,Martes,1500,16,Si,1,No
1,7,412,4,AUTO,Martes,1600,16,Si,1,No
1,7,412,4,AUTO,Martes,1700,-1,No,1,No
1,7,412,4,AUTO,Martes,1800,-1,No,1,No
1,7,412,4,AUTO,Martes,1900,-1,No,1,No
1,7,412,4,AUTO,Martes,2000,-1,No,0,No
1,7,412,4,AUTO,Martes,2100,20,Si,0,No
1,7,412,4,AUTO,Miercoles,600,16,Si,0,No
1,7,412,4,AUTO,Miercoles,700,16,Si,0,No
1,7,412,4,AUTO,Miercoles,800,16,Si,0,No
1,7,412,4,AUTO,Miercoles,900,16,Si,0,No
1,7,412,4,AUTO,Miercoles,1000,16,Si,0,No
1,7,412,4,AUTO,Miercoles,1100,16,Si,0,No
1,7,412,4,AUTO,Miercoles,1200,16,Si,0,No
1,7,412,4,AUTO,Miercoles,1300,16,Si,0,No
1,7,412,4,AUTO,Miercoles,1400,16,Si,0,No
1,7,412,4,AUTO,Miercoles,1500,16,Si,0,No
1,7,412,4,AUTO,Miercoles,1600,16,Si,0,No
1,7,412,4,AUTO,Miercoles,1700,-1,No,0,No
1,7,412,4,AUTO,Miercoles,1800,-1,No,0,No
1,7,412,4,AUTO,Miercoles,1900,-1,No,0,No
1,7,412,4,AUTO,Miercoles,2000,-1,No,0,No
1,7,412,4,AUTO,Miercoles,2100,20,Si,0,No
1,7,412,4,AUTO,Jueves,600,16,Si,0,No
1,7,412,4,AUTO,Jueves,700,16,Si,0,No
1,7,412,4,AUTO,Jueves,800,16,Si,0,No
1,7,412,4,AUTO,Jueves,900,16,Si,0,No
1,7,412,4,AUTO,Jueves,1000,16,Si,0,No
1,7,412,4,AUTO,Jueves,1100,16,Si,0,No
1,7,412,4,AUTO,Jueves,1200,16,Si,0,No
1,7,412,4,AUTO,Jueves,1300,16,Si,1,No
1,7,412,4,AUTO,Jueves,1400,16,Si,1,No
1,7,412,4,AUTO,Jueves,1500,16,Si,1,No
1,7,412,4,AUTO,Jueves,1600,16,Si,1,No
1,7,412,4,AUTO,Jueves,1700,-1,No,1,No
1,7,412,4,AUTO,Jueves,1800,-1,No,1,No
1,7,412,4,AUTO,Jueves,1900,-1,No,0,No
1,7,412,4,AUTO,Jueves,2000,-1,No,0,No
1,7,412,4,AUTO,Jueves,2100,20,Si,0,No
1,7,412,4,AUTO,Viernes,600,16,Si,0,No
1,7,412,4,AUTO,Viernes,700,16,Si,0,No
1,7,412,4,AUTO,Viernes,800,16,Si,0,No
1,7,412,4,AUTO,Viernes,900,16,Si,0,No
1,7,412,4,AUTO,Viernes,1000,16,Si,0,No
1,7,412,4,AUTO,Viernes,1100,16,Si,0,No
1,7,412,4,AUTO,Viernes,1200,16,Si,0,No
1,7,412,4,AUTO,Viernes,1300,16,Si,0,No
1,7,412,4,AUTO,Viernes,1400,16,Si,0,No
1,7,412,4,AUTO,Viernes,1500,16,Si,0,No
1,7,412,4,AUTO,Viernes,1600,16,Si,0,No
1,7,412,4,AUTO,Viernes,1700,-1,No,0,No
1,7,412,4,AUTO,Viernes,1800,-1,No,0,No
1,7,412,4,AUTO,Viernes,1900,-1,No,0,No
1,7,412,4,AUTO,Viernes,2000,-1,No,0,No
1,7,412,4,AUTO,Viernes,2100,20,Si,0,No
1,7,412,4,AUTO,Sabado,600,16,Si,0,No
1,7,412,4,AUTO,Sabado,700,16,Si,0,No
1,7,412,4,AUTO,Sabado,800,16,Si,0,No
1,7,412,4,AUTO,Sabado,900,16,Si,0,No
1,7,412,4,AUTO,Sabado,1000,16,Si,0,No
1,7,412,4,AUTO,Sabado,1100,16,Si,0,No
1,7,412,4,AUTO,Sabado,1200,16,Si,0,No
1,7,412,4,AUTO,Sabado,1300,16,Si,0,No
1,7,412,4,AUTO,Sabado,1400,16,Si,0,No
1,7,412,4,AUTO,Sabado,1500,16,Si,0,No
1,7,412,4,AUTO,Sabado,1600,16,Si,0,No
1,7,412,4,AUTO,Sabado,1700,-1,No,0,No
1,7,412,4,AUTO,Sabado,1800,-1,No,0,No
1,7,412,4,AUTO,Sabado,1900,-1,No,0,No
1,7,412,4,AUTO,Sabado,2000,-1,No,0,No
1,7,412,4,AUTO,Sabado,2100,20,Si,0,No
1,7,413,4,AUTO,Lunes,600,19,Si,0,No
1,7,413,4,AUTO,Lunes,700,19,Si,0,No
1,7,413,4,AUTO,Lunes,800,19,Si,1,No
1,7,413,4,AUTO,Lunes,900,19,Si,1,No
1,7,413,4,AUTO,Lunes,1000,19,Si,1,No
1,7,413,4,AUTO,Lunes,1100,19,Si,1,No
1,7,413,4,AUTO,Lunes,1200,19,Si,1,No
1,7,413,4,AUTO,Lunes,1300,19,Si,0,No
1,7,413,4,AUTO,Lunes,1400,19,Si,0,No
1,7,413,4,AUTO,Lunes,1500,19,Si,0,No
1,7,413,4,AUTO,Lunes,1600,19,Si,1,No
1,7,413,4,AUTO,Lunes,1700,-1,No,1,No
1,7,413,4,AUTO,Lunes,1800,-1,No,1,No
1,7,413,4,AUTO,Lunes,1900,-1,No,1,No
1,7,413,4,AUTO,Lunes,2000,-1,No,0,No
1,7,413,4,AUTO,Lunes,2100,23,Si,0,No
1,7,413,4,AUTO,Martes,600,19,Si,0,No
1,7,413,4,AUTO,Martes,700,19,Si,0,No
1,7,413,4,AUTO,Martes,800,19,Si,2,No
1,7,413,4,AUTO,Martes,900,19,Si,2,No
1,7,413,4,AUTO,Martes,1000,19,Si,2,No
1,7,413,4,AUTO,Martes,1100,19,Si,1,No
1,7,413,4,AUTO,Martes,1200,19,Si,1,No
1,7,413,4,AUTO,Martes,1300,19,Si,2,No
1,7,413,4,AUTO,Martes,1400,19,Si,2,No
1,7,413,4,AUTO,Martes,1500,19,Si,1,No
1,7,413,4,AUTO,Martes,1600,19,Si,0,No
1,7,413,4,AUTO,Martes,1700,-1,No,0,No
1,7,413,4,AUTO,Martes,1800,-1,No,1,No
1,7,413,4,AUTO,Martes,1900,-1,No,2,No
1,7,413,4,AUTO,Martes,2000,-1,No,1,No
1,7,413,4,AUTO,Martes,2100,23,Si,0,No
1,7,413,4,AUTO,Miercoles,600,19,Si,0,No
1,7,413,4,AUTO,Miercoles,700,19,Si,0,No
1,7,413,4,AUTO,Miercoles,800,19,Si,1,No
1,7,413,4,AUTO,Miercoles,900,19,Si,1,No
1,7,413,4,AUTO,Miercoles,1000,19,Si,1,No
1,7,413,4,AUTO,Miercoles,1100,19,Si,0,No
1,7,413,4,AUTO,Miercoles,1200,19,Si,0,No
1,7,413,4,AUTO,Miercoles,1300,19,Si,0,No
1,7,413,4,AUTO,Miercoles,1400,19,Si,0,No
1,7,413,4,AUTO,Miercoles,1500,19,Si,0,No
1,7,413,4,AUTO,Miercoles,1600,19,Si,1,No
1,7,413,4,AUTO,Miercoles,1700,-1,No,1,No
1,7,413,4,AUTO,Miercoles,1800,-1,No,1,No
1,7,413,4,AUTO,Miercoles,1900,-1,No,0,No
1,7,413,4,AUTO,Miercoles,2000,-1,No,0,No
1,7,413,4,AUTO,Miercoles,2100,23,Si,0,No
1,7,413,4,AUTO,Jueves,600,19,Si,0,No
1,7,413,4,AUTO,Jueves,700,19,Si,0,No
1,7,413,4,AUTO,Jueves,800,19,Si,0,No
1,7,413,4,AUTO,Jueves,900,19,Si,1,No
1,7,413,4,AUTO,Jueves,1000,19,Si,1,No
1,7,413,4,AUTO,Jueves,1100,19,Si,1,No
1,7,413,4,AUTO,Jueves,1200,19,Si,0,No
1,7,413,4,AUTO,Jueves,1300,19,Si,0,No
1,7,413,4,AUTO,Jueves,1400,19,Si,1,No
1,7,413,4,AUTO,Jueves,1500,19,Si,1,No
1,7,413,4,AUTO,Jueves,1600,19,Si,1,No
1,7,413,4,AUTO,Jueves,1700,-1,No,1,No
1,7,413,4,AUTO,Jueves,1800,-1,No,2,No
1,7,413,4,AUTO,Jueves,1900,-1,No,2,No
1,7,413,4,AUTO,Jueves,2000,-1,No,0,No
1,7,413,4,AUTO,Jueves,2100,23,Si,0,No
1,7,413,4,AUTO,Viernes,600,19,Si,0,No
1,7,413,4,AUTO,Viernes,700,19,Si,0,No
1,7,413,4,AUTO,Viernes,800,19,Si,0,No
1,7,413,4,AUTO,Viernes,900,19,Si,0,No
1,7,413,4,AUTO,Viernes,1000,19,Si,0,No
1,7,413,4,AUTO,Viernes,1100,19,Si,0,No
1,7,413,4,AUTO,Viernes,1200,19,Si,0,No
1,7,413,4,AUTO,Viernes,1300,19,Si,1,No
1,7,413,4,AUTO,Viernes,1400,19,Si,2,No
1,7,413,4,AUTO,Viernes,1500,19,Si,2,No
1,7,413,4,AUTO,Viernes,1600,19,Si,1,No
1,7,413,4,AUTO,Viernes,1700,-1,No,0,No
1,7,413,4,AUTO,Viernes,1800,-1,No,1,No
1,7,413,4,AUTO,Viernes,1900,-1,No,1,No
1,7,413,4,AUTO,Viernes,2000,-1,No,0,No
1,7,413,4,AUTO,Viernes,2100,23,Si,0,No
1,7,413,4,AUTO,Sabado,600,19,Si,0,No
1,7,413,4,AUTO,Sabado,700,19,Si,0,No
1,7,413,4,AUTO,Sabado,800,19,Si,0,No
1,7,413,4,AUTO,Sabado,900,19,Si,0,No
1,7,413,4,AUTO,Sabado,1000,19,Si,0,No
1,7,413,4,AUTO,Sabado,1100,19,Si,0,No
1,7,413,4,AUTO,Sabado,1200,19,Si,0,No
1,7,413,4,AUTO,Sabado,1300,19,Si,0,No
1,7,413,4,AUTO,Sabado,1400,19,Si,0,No
1,7,413,4,AUTO,Sabado,1500,19,Si,0,No
1,7,413,4,AUTO,Sabado,1600,19,Si,0,No
1,7,413,4,AUTO,Sabado,1700,-1,No,0,No
1,7,413,4,AUTO,Sabado,1800,-1,No,0,No
1,7,413,4,AUTO,Sabado,1900,-1,No,0,No
1,7,413,4,AUTO,Sabado,2000,-1,No,0,No
1,7,413,4,AUTO,Sabado,2100,23,Si,0,No
1,7,501,5,AUTO,Lunes,600,17,Si,0,No
1,7,501,5,AUTO,Lunes,700,17,Si,0,No
1,7,501,5,AUTO,Lunes,800,17,Si,0,No
1,7,501,5,AUTO,Lunes,900,17,Si,0,No
1,7,501,5,AUTO,Lunes,1000,17,Si,0,No
1,7,501,5,AUTO,Lunes,1100,17,Si,0,No
1,7,501,5,AUTO,Lunes,1200,17,Si,0,No
1,7,501,5,AUTO,Lunes,1300,17,Si,0,No
1,7,501,5,AUTO,Lunes,1400,17,Si,0,No
1,7,501,5,AUTO,Lunes,1500,17,Si,1,No
1,7,501,5,AUTO,Lunes,1600,17,Si,1,No
1,7,501,5,AUTO,Lunes,1700,-1,No,1,No
1,7,501,5,AUTO,Lunes,1800,-1,No,0,No
1,7,501,5,AUTO,Lunes,1900,-1,No,0,No
1,7,501,5,AUTO,Lunes,2000,-1,No,0,No
1,7,501,5,AUTO,Lunes,2100,21,Si,0,No
1,7,501,5,AUTO,Martes,600,17,Si,0,No
1,7,501,5,AUTO,Martes,700,17,Si,0,No
1,7,501,5,AUTO,Martes,800,17,Si,0,No
1,7,501,5,AUTO,Martes,900,17,Si,0,No
1,7,501,5,AUTO,Martes,1000,17,Si,0,No
1,7,501,5,AUTO,Martes,1100,17,Si,0,No
1,7,501,5,AUTO,Martes,1200,17,Si,0,No
1,7,501,5,AUTO,Martes,1300,17,Si,0,No
1,7,501,5,AUTO,Martes,1400,17,Si,1,No
1,7,501,5,AUTO,Martes,1500,17,Si,1,No
1,7,501,5,AUTO,Martes,1600,17,Si,1,No
1,7,501,5,AUTO,Martes,1700,-1,No,0,No
1,7,501,5,AUTO,Martes,1800,-1,No,0,No
1,7,501,5,AUTO,Martes,1900,-1,No,0,No
1,7,501,5,AUTO,Martes,2000,-1,No,0,No
1,7,501,5,AUTO,Martes,2100,21,Si,0,No
1,7,501,5,AUTO,Miercoles,600,17,Si,0,No
1,7,501,5,AUTO,Miercoles,700,17,Si,0,No
1,7,501,5,AUTO,Miercoles,800,17,Si,0,No
1,7,501,5,AUTO,Miercoles,900,17,Si,0,No
1,7,501,5,AUTO,Miercoles,1000,17,Si,0,No
1,7,501,5,AUTO,Miercoles,1100,17,Si,0,No
1,7,501,5,AUTO,Miercoles,1200,17,Si,0,No
1,7,501,5,AUTO,Miercoles,1300,17,Si,0,No
1,7,501,5,AUTO,Miercoles,1400,17,Si,0,No
1,7,501,5,AUTO,Miercoles,1500,17,Si,0,No
1,7,501,5,AUTO,Miercoles,1600,17,Si,0,No
1,7,501,5,AUTO,Miercoles,1700,-1,No,0,No
1,7,501,5,AUTO,Miercoles,1800,-1,No,0,No
1,7,501,5,AUTO,Miercoles,1900,-1,No,0,No
1,7,501,5,AUTO,Miercoles,2000,-1,No,0,No
1,7,501,5,AUTO,Miercoles,2100,21,Si,0,No
1,7,501,5,AUTO,Jueves,600,17,Si,0,No
1,7,501,5,AUTO,Jueves,700,17,Si,0,No
1,7,501,5,AUTO,Jueves,800,17,Si,0,No
1,7,501,5,AUTO,Jueves,900,17,Si,0,No
1,7,501,5,AUTO,Jueves,1000,17,Si,0,No
1,7,501,5,AUTO,Jueves,1100,17,Si,1,No
1,7,501,5,AUTO,Jueves,1200,17,Si,1,No
1,7,501,5,AUTO,Jueves,1300,17,Si,1,No
1,7,501,5,AUTO,Jueves,1400,17,Si,0,No
1,7,501,5,AUTO,Jueves,1500,17,Si,0,No
1,7,501,5,AUTO,Jueves,1600,17,Si,0,No
1,7,501,5,AUTO,Jueves,1700,-1,No,0,No
1,7,501,5,AUTO,Jueves,1800,-1,No,0,No
1,7,501,5,AUTO,Jueves,1900,-1,No,0,No
1,7,501,5,AUTO,Jueves,2000,-1,No,0,No
1,7,501,5,AUTO,Jueves,2100,21,Si,0,No
1,7,501,5,AUTO,Viernes,600,17,Si,0,No
1,7,501,5,AUTO,Viernes,700,17,Si,0,No
1,7,501,5,AUTO,Viernes,800,17,Si,0,No
1,7,501,5,AUTO,Viernes,900,17,Si,0,No
1,7,501,5,AUTO,Viernes,1000,17,Si,0,No
1,7,501,5,AUTO,Viernes,1100,17,Si,0,No
1,7,501,5,AUTO,Viernes,1200,17,Si,1,No
1,7,501,5,AUTO,Viernes,1300,17,Si,1,No
1,7,501,5,AUTO,Viernes,1400,17,Si,1,No
1,7,501,5,AUTO,Viernes,1500,17,Si,0,No
1,7,501,5,AUTO,Viernes,1600,17,Si,0,No
1,7,501,5,AUTO,Viernes,1700,-1,No,0,No
1,7,501,5,AUTO,Viernes,1800,-1,No,0,No
1,7,501,5,AUTO,Viernes,1900,-1,No,0,No
1,7,501,5,AUTO,Viernes,2000,-1,No,0,No
1,7,501,5,AUTO,Viernes,2100,21,Si,0,No
1,7,501,5,AUTO,Sabado,600,17,Si,0,No
1,7,501,5,AUTO,Sabado,700,17,Si,0,No
1,7,501,5,AUTO,Sabado,800,17,Si,0,No
1,7,501,5,AUTO,Sabado,900,17,Si,0,No
1,7,501,5,AUTO,Sabado,1000,17,Si,0,No
1,7,501,5,AUTO,Sabado,1100,17,Si,0,No
1,7,501,5,AUTO,Sabado,1200,17,Si,0,No
1,7,501,5,AUTO,Sabado,1300,17,Si,0,No
1,7,501,5,AUTO,Sabado,1400,17,Si,0,No
1,7,501,5,AUTO,Sabado,1500,17,Si,0,No
1,7,501,5,AUTO,Sabado,1600,17,Si,0,No
1,7,501,5,AUTO,Sabado,1700,-1,No,0,No
1,7,501,5,AUTO,Sabado,1800,-1,No,0,No
1,7,501,5,AUTO,Sabado,1900,-1,No,0,No
1,7,501,5,AUTO,Sabado,2000,-1,No,0,No
1,7,501,5,AUTO,Sabado,2100,21,Si,0,No
1,7,502,5,AUTO,Lunes,600,8,Si,0,No
1,7,502,5,AUTO,Lunes,700,8,Si,0,No
1,7,502,5,AUTO,Lunes,800,8,Si,1,No
1,7,502,5,AUTO,Lunes,900,8,Si,1,No
1,7,502,5,AUTO,Lunes,1000,8,Si,1,No
1,7,502,5,AUTO,Lunes,1100,8,Si,0,No
1,7,502,5,AUTO,Lunes,1200,8,Si,0,No
1,7,502,5,AUTO,Lunes,1300,8,Si,0,No
1,7,502,5,AUTO,Lunes,1400,8,Si,0,No
1,7,502,5,AUTO,Lunes,1500,8,Si,0,No
1,7,502,5,AUTO,Lunes,1600,8,Si,0,No
1,7,502,5,AUTO,Lunes,1700,-1,No,0,No
1,7,502,5,AUTO,Lunes,1800,-1,No,0,No
1,7,502,5,AUTO,Lunes,1900,-1,No,0,No
1,7,502,5,AUTO,Lunes,2000,-1,No,0,No
1,7,502,5,AUTO,Lunes,2100,12,Si,0,No
1,7,502,5,AUTO,Martes,600,8,Si,0,No
1,7,502,5,AUTO,Martes,700,8,Si,0,No
1,7,502,5,AUTO,Martes,800,8,Si,0,No
1,7,502,5,AUTO,Martes,900,8,Si,0,No
1,7,502,5,AUTO,Martes,1000,8,Si,0,No
1,7,502,5,AUTO,Martes,1100,8,Si,0,No
1,7,502,5,AUTO,Martes,1200,8,Si,0,No
1,7,502,5,AUTO,Martes,1300,8,Si,0,No
1,7,502,5,AUTO,Martes,1400,8,Si,0,No
1,7,502,5,AUTO,Martes,1500,8,Si,1,No
1,7,502,5,AUTO,Martes,1600,8,Si,1,No
1,7,502,5,AUTO,Martes,1700,-1,No,1,No
1,7,502,5,AUTO,Martes,1800,-1,No,0,No
1,7,502,5,AUTO,Martes,1900,-1,No,0,No
1,7,502,5,AUTO,Martes,2000,-1,No,0,No
1,7,502,5,AUTO,Martes,2100,12,Si,0,No
1,7,502,5,AUTO,Miercoles,600,8,Si,0,No
1,7,502,5,AUTO,Miercoles,700,8,Si,0,No
1,7,502,5,AUTO,Miercoles,800,8,Si,0,No
1,7,502,5,AUTO,Miercoles,900,8,Si,0,No
1,7,502,5,AUTO,Miercoles,1000,8,Si,0,No
1,7,502,5,AUTO,Miercoles,1100,8,Si,0,No
1,7,502,5,AUTO,Miercoles,1200,8,Si,0,No
1,7,502,5,AUTO,Miercoles,1300,8,Si,0,No
1,7,502,5,AUTO,Miercoles,1400,8,Si,0,No
1,7,502,5,AUTO,Miercoles,1500,8,Si,0,No
1,7,502,5,AUTO,Miercoles,1600,8,Si,0,No
1,7,502,5,AUTO,Miercoles,1700,-1,No,0,No
1,7,502,5,AUTO,Miercoles,1800,-1,No,0,No
1,7,502,5,AUTO,Miercoles,1900,-1,No,0,No
1,7,502,5,AUTO,Miercoles,2000,-1,No,0,No
1,7,502,5,AUTO,Miercoles,2100,12,Si,0,No
1,7,502,5,AUTO,Jueves,600,8,Si,0,No
1,7,502,5,AUTO,Jueves,700,8,Si,0,No
1,7,502,5,AUTO,Jueves,800,8,Si,0,No
1,7,502,5,AUTO,Jueves,900,8,Si,0,No
1,7,502,5,AUTO,Jueves,1000,8,Si,0,No
1,7,502,5,AUTO,Jueves,1100,8,Si,0,No
1,7,502,5,AUTO,Jueves,1200,8,Si,0,No
1,7,502,5,AUTO,Jueves,1300,8,Si,0,No
1,7,502,5,AUTO,Jueves,1400,8,Si,0,No
1,7,502,5,AUTO,Jueves,1500,8,Si,1,No
1,7,502,5,AUTO,Jueves,1600,8,Si,1,No
1,7,502,5,AUTO,Jueves,1700,-1,No,1,No
1,7,502,5,AUTO,Jueves,1800,-1,No,0,No
1,7,502,5,AUTO,Jueves,1900,-1,No,0,No
1,7,502,5,AUTO,Jueves,2000,-1,No,0,No
1,7,502,5,AUTO,Jueves,2100,12,Si,0,No
1,7,502,5,AUTO,Viernes,600,8,Si,0,No
1,7,502,5,AUTO,Viernes,700,8,Si,0,No
1,7,502,5,AUTO,Viernes,800,8,Si,0,No
1,7,502,5,AUTO,Viernes,900,8,Si,0,No
1,7,502,5,AUTO,Viernes,1000,8,Si,0,No
1,7,502,5,AUTO,Viernes,1100,8,Si,0,No
1,7,502,5,AUTO,Viernes,1200,8,Si,0,No
1,7,502,5,AUTO,Viernes,1300,8,Si,0,No
1,7,502,5,AUTO,Viernes,1400,8,Si,0,No
1,7,502,5,AUTO,Viernes,1500,8,Si,1,No
1,7,502,5,AUTO,Viernes,1600,8,Si,1,No
1,7,502,5,AUTO,Viernes,1700,-1,No,1,No
1,7,502,5,AUTO,Viernes,1800,-1,No,0,No
1,7,502,5,AUTO,Viernes,1900,-1,No,0,No
1,7,502,5,AUTO,Viernes,2000,-1,No,0,No
1,7,502,5,AUTO,Viernes,2100,12,Si,0,No
1,7,502,5,AUTO,Sabado,600,8,Si,0,No
1,7,502,5,AUTO,Sabado,700,8,Si,0,No
1,7,502,5,AUTO,Sabado,800,8,Si,0,No
1,7,502,5,AUTO,Sabado,900,8,Si,0,No
1,7,502,5,AUTO,Sabado,1000,8,Si,0,No
1,7,502,5,AUTO,Sabado,1100,8,Si,0,No
1,7,502,5,AUTO,Sabado,1200,8,Si,0,No
1,7,502,5,AUTO,Sabado,1300,8,Si,0,No
1,7,502,5,AUTO,Sabado,1400,8,Si,0,No
1,7,502,5,AUTO,Sabado,1500,8,Si,0,No
1,7,502,5,AUTO,Sabado,1600,8,Si,0,No
1,7,502,5,AUTO,Sabado,1700,-1,No,0,No
1,7,502,5,AUTO,Sabado,1800,-1,No,0,No
1,7,502,5,AUTO,Sabado,1900,-1,No,0,No
1,7,502,5,AUTO,Sabado,2000,-1,No,0,No
1,7,502,5,AUTO,Sabado,2100,12,Si,0,No
1,7,503,5,AUTO,Lunes,600,2,Si,0,No
1,7,503,5,AUTO,Lunes,700,2,Si,0,No
1,7,503,5,AUTO,Lunes,800,2,Si,0,No
1,7,503,5,AUTO,Lunes,900,2,Si,0,No
1,7,503,5,AUTO,Lunes,1000,2,Si,0,No
1,7,503,5,AUTO,Lunes,1100,2,Si,0,No
1,7,503,5,AUTO,Lunes,1200,2,Si,0,No
1,7,503,5,AUTO,Lunes,1300,2,Si,0,No
1,7,503,5,AUTO,Lunes,1400,2,Si,0,No
1,7,503,5,AUTO,Lunes,1500,2,Si,0,No
1,7,503,5,AUTO,Lunes,1600,2,Si,0,No
1,7,503,5,AUTO,Lunes,1700,-1,No,0,No
1,7,503,5,AUTO,Lunes,1800,-1,No,0,No
1,7,503,5,AUTO,Lunes,1900,-1,No,0,No
1,7,503,5,AUTO,Lunes,2000,-1,No,0,No
1,7,503,5,AUTO,Lunes,2100,6,Si,0,No
1,7,503,5,AUTO,Martes,600,2,Si,0,No
1,7,503,5,AUTO,Martes,700,2,Si,0,No
1,7,503,5,AUTO,Martes,800,2,Si,0,No
1,7,503,5,AUTO,Martes,900,2,Si,0,No
1,7,503,5,AUTO,Martes,1000,2,Si,0,No
1,7,503,5,AUTO,Martes,1100,2,Si,0,No
1,7,503,5,AUTO,Martes,1200,2,Si,0,No
1,7,503,5,AUTO,Martes,1300,2,Si,1,No
1,7,503,5,AUTO,Martes,1400,2,Si,1,No
1,7,503,5,AUTO,Martes,1500,2,Si,1,No
1,7,503,5,AUTO,Martes,1600,2,Si,0,No
1,7,503,5,AUTO,Martes,1700,-1,No,0,No
1,7,503,5,AUTO,Martes,1800,-1,No,0,No
1,7,503,5,AUTO,Martes,1900,-1,No,0,No
1,7,503,5,AUTO,Martes,2000,-1,No,0,No
1,7,503,5,AUTO,Martes,2100,6,Si,0,No
1,7,503,5,AUTO,Miercoles,600,2,Si,0,No
1,7,503,5,AUTO,Miercoles,700,2,Si,0,No
1,7,503,5,AUTO,Miercoles,800,2,Si,1,No
1,7,503,5,AUTO,Miercoles,900,2,Si,1,No
1,7,503,5,AUTO,Miercoles,1000,2,Si,2,No
1,7,503,5,AUTO,Miercoles,1100,2,Si,1,No
1,7,503,5,AUTO,Miercoles,1200,2,Si,1,No
1,7,503,5,AUTO,Miercoles,1300,2,Si,0,No
1,7,503,5,AUTO,Miercoles,1400,2,Si,0,No
1,7,503,5,AUTO,Miercoles,1500,2,Si,0,No
1,7,503,5,AUTO,Miercoles,1600,2,Si,0,No
1,7,503,5,AUTO,Miercoles,1700,-1,No,0,No
1,7,503,5,AUTO,Miercoles,1800,-1,No,0,No
1,7,503,5,AUTO,Miercoles,1900,-1,No,0,No
1,7,503,5,AUTO,Miercoles,2000,-1,No,0,No
1,7,503,5,AUTO,Miercoles,2100,6,Si,0,No
1,7,503,5,AUTO,Jueves,600,2,Si,0,No
1,7,503,5,AUTO,Jueves,700,2,Si,0,No
1,7,503,5,AUTO,Jueves,800,2,Si,0,No
1,7,503,5,AUTO,Jueves,900,2,Si,0,No
1,7,503,5,AUTO,Jueves,1000,2,Si,0,No
1,7,503,5,AUTO,Jueves,1100,2,Si,0,No
1,7,503,5,AUTO,Jueves,1200,2,Si,0,No
1,7,503,5,AUTO,Jueves,1300,2,Si,0,No
1,7,503,5,AUTO,Jueves,1400,2,Si,0,No
1,7,503,5,AUTO,Jueves,1500,2,Si,0,No
1,7,503,5,AUTO,Jueves,1600,2,Si,0,No
1,7,503,5,AUTO,Jueves,1700,-1,No,0,No
1,7,503,5,AUTO,Jueves,1800,-1,No,0,No
1,7,503,5,AUTO,Jueves,1900,-1,No,0,No
1,7,503,5,AUTO,Jueves,2000,-1,No,0,No
1,7,503,5,AUTO,Jueves,2100,6,Si,0,No
1,7,503,5,AUTO,Viernes,600,2,Si,0,No
1,7,503,5,AUTO,Viernes,700,2,Si,0,No
1,7,503,5,AUTO,Viernes,800,2,Si,0,No
1,7,503,5,AUTO,Viernes,900,2,Si,0,No
1,7,503,5,AUTO,Viernes,1000,2,Si,0,No
1,7,503,5,AUTO,Viernes,1100,2,Si,0,No
1,7,503,5,AUTO,Viernes,1200,2,Si,0,No
1,7,503,5,AUTO,Viernes,1300,2,Si,0,No
1,7,503,5,AUTO,Viernes,1400,2,Si,0,No
1,7,503,5,AUTO,Viernes,1500,2,Si,0,No
1,7,503,5,AUTO,Viernes,1600,2,Si,0,No
1,7,503,5,AUTO,Viernes,1700,-1,No,0,No
1,7,503,5,AUTO,Viernes,1800,-1,No,0,No
1,7,503,5,AUTO,Viernes,1900,-1,No,0,No
1,7,503,5,AUTO,Viernes,2000,-1,No,0,No
1,7,503,5,AUTO,Viernes,2100,6,Si,0,No
1,7,503,5,AUTO,Sabado,600,2,Si,0,No
1,7,503,5,AUTO,Sabado,700,2,Si,0,No
1,7,503,5,AUTO,Sabado,800,2,Si,0,No
1,7,503,5,AUTO,Sabado,900,2,Si,0,No
1,7,503,5,AUTO,Sabado,1000,2,Si,0,No
