3098,144,883,50,576506.7669200000,6141318.7604300000,7,60
3099,144,883,51,576238.7280700000,6141569.0213400000,7,60
3100,144,883,52,576074.0965196570,6141722.8684723500,7,78
3101,144,883,53,575827.0639246240,6141959.8590919700,7,60
3102,144,883,54,575568.6027500000,6142200.8906100000,7,60
3911,144,883,55,575345.2387000000,6142410.1567800000,7,59
3103,144,883,56,575143.7307512680,6142604.4215129400,7,66
3104,144,883,57,574837.6956204140,6142908.2953787400,7,59
3710,144,883,58,574988.9915581080,6143173.9306952600,7,60
3711,144,883,59,575165.9861600000,6143350.1669200000,7,55
3712,144,883,60,575303.9525700000,6143483.3788500000,7,50
3713,144,883,61,575407.7936252910,6143631.1497618200,7,60
3714,144,883,62,575469.4217000000,6143761.5229000000,7,45
3717,144,883,63,575401.6402700000,6143715.4871600000
4760,144,3225,1,572836.6581713400,6136740.4671050200,10,45
4042,144,3225,2,572913.8990400000,6136916.0498800000,10,45
574,144,3225,3,573243.7184472000,6136933.2067228000,10,45
575,144,3225,4,573543.2237177700,6136954.5294995100,10,45
577,144,3225,5,573860.2210278460,6136981.1928246600,10,45
579,144,3225,6,574168.8456425090,6137007.7642302800,10,45
3915,144,3225,7,574557.1213132620,6137101.2243085600,10,45
3916,144,3225,8,574739.0685000000,6137077.4433800000,10,45
3857,144,3225,9,575026.5579364610,6137156.9738185600,10,45
3858,144,3225,10,575317.0749636540,6137289.7152081100,10,45
4002,144,3225,11,575663.5166065270,6137352.6392832900,10,45
4087,144,3225,12,575875.7880079900,6137370.3179325700,10,45
4003,144,3225,13,576211.9330122310,6137398.2601970600,10,45
2969,144,3225,14,576580.4700100000,6137417.9611600000,10,45
2970,144,3225,15,576804.9045500000,6137374.4026600000,10,45
3890,144,3225,16,577068.5239700000,6137369.4510500000,10,45
3891,144,3225,17,577378.8559242140,6137368.6477365100,10,45
2971,144,3225,18,577566.9316600000,6137370.8375000000,10,45
4881,144,3225,19,577807.2800548400,6137373.6652461000,10,45
2972,144,3225,20,577984.4998577420,6137389.5196896500,10,45
2973,144,3225,21,578232.6143900000,6137429.4373700000,10,45
3887,144,3225,22,578427.1500100000,6137476.1390400000,10,45
2974,144,3225,23,578675.8116404750,6137555.5865691100,10,45
2975,144,3225,24,578952.5657728920,6137666.1931447900,10,45
2976,144,3225,25,579280.0177200000,6137746.5210000000,10,45
2977,144,3225,26,579494.1986400000,6137717.8567100000,10,45
2978,144,3225,27,579633.5055600000,6137756.3883700000,10,45
2979,144,3225,28,579951.0734300000,6137959.4681000000,10,45
3078,144,3225,29,580178.0082600000,6137975.5946000000,10,45
3017,144,3225,30,580271.7540888500,6138134.3955795300,10,45
3019,144,3225,31,580085.3587846790,6138384.2858999200,10,45
3020,144,3225,32,579971.3589900000,6138537.5176700000,10,45
3021,144,3225,33,579811.3478800000,6138771.9806700000,10,45
3022,144,3225,34,579677.7980100000,6138974.2468700000,10,45
3023,144,3225,35,579543.6296400000,6139115.9665100000,10,45
3024,144,3225,36,579360.9231600000,6139301.7740700000,10,45
3025,144,3225,37,579201.3151200000,6139458.5228800000,10,45
3026,144,3225,38,579033.9685400000,6139628.2173000000,10,45
3027,144,3225,39,578902.7688600000,6139758.6252900000,10,45
3028,144,3225,40,578736.4221500000,6139920.5300300000,10,45
3029,144,3225,41,578506.0982789680,6140332.6267630000,10,45
3524,144,3225,42,578410.9306900000,6140475.2825700000,10,45
4402,144,3225,43,578172.7931500000,6140596.6066700000,10,45
546,144,3225,44,578023.6001100000,6140711.3452000000,10,45
547,144,3225,45,577944.2534500000,6140828.5180400000,10,45
549,144,3225,46,577776.3141600000,6141077.7361200000,10,45
3777,144,3225,47,577546.0857556040,6141287.0958567600,10,45
3778,144,3225,48,577169.2591800000,6141369.6661300000,10,45
3779,144,3225,49,576995.0117100000,6141196.5938100000,10,45
3780,144,3225,50,576827.3834700000,6141029.6835900000,10,45
3097,144,3225,51,576651.3316400000,6141179.6021400000,10,45
3098,144,3225,52,576506.7669200000,6141318.7604300000,10,45
3099,144,3225,53,576238.7280700000,6141569.0213400000,10,45
3100,144,3225,54,576074.0965196570,6141722.8684723500,10,45
3101,144,3225,55,575827.0639246240,6141959.8590919700,10,45
3102,144,3225,56,575568.6027500000,6142200.8906100000,10,45
3911,144,3225,57,575345.2387000000,6142410.1567800000,10,45
3103,144,3225,58,575143.7307512680,6142604.4215129400,10,45
3104,144,3225,59,574837.6956204140,6142908.2953787400,10,45
3710,144,3225,60,574988.9915581080,6143173.9306952600,10,45
3711,144,3225,61,575165.9861600000,6143350.1669200000,10,45
3712,144,3225,62,575303.9525700000,6143483.3788500000,10,45
3713,144,3225,63,575407.7936252910,6143631.1497618200,10,45
3714,144,3225,64,575469.4217000000,6143761.5229000000,10,45
3717,144,3225,65,575401.6402700000,6143715.4871600000
3718,144,888,1,575363.5099905320,6143562.2641077500,7,56
3719,144,888,2,575179.5911600000,6143372.6237200000,7,49
3720,144,888,3,575024.7014900000,6143221.3620800000,7,79
4938,144,888,4,574826.3938131920,6142967.6845611200,7,60
3662,144,888,5,574756.0710700000,6142750.6126900000,7,85
3116,144,888,6,575075.1209000000,6142644.8345100000,7,60
3117,144,888,7,575293.2874200000,6142436.1554764100,7,60
3118,144,888,8,575505.2186128040,6142238.0218107700,7,60
3119,144,888,9,575714.5412100000,6142033.4751500000,7,60
3120,144,888,10,575856.8963900000,6141899.5114500000,7,60
5034,144,888,11,576059.7596159220,6141713.0962515500,7,50
3121,144,888,12,576231.7570300000,6141545.3483700000,7,83
3122,144,888,13,576487.7607900000,6141303.8937700000,7,54
3123,144,888,14,576640.0925869910,6141161.6071933200,7,102
3767,144,888,15,576956.5438700000,6140929.6618300000,7,49
3768,144,888,16,577065.7063500000,6141051.2989500000,7,60
3769,144,888,17,577244.0161900000,6141235.0714100000,7,60
3770,144,888,18,577449.6444700000,6141270.2202300000,7,85
550,144,888,19,577751.5402700000,6141103.6846600000,7,79
548,144,888,20,577926.5058900000,6140844.7782500000,7,45
5350,144,888,21,578003.1628863870,6140728.4011360200,7,60
551,144,888,22,578204.0885300000,6140505.7100400000,7,60
3530,144,888,23,578315.0005500000,6140345.5447600000,7,60
3030,144,888,24,578446.1524700000,6140204.0607700000,7,77
3031,144,888,25,578708.6423700000,6139943.2942700000,7,60
3032,144,888,26,578875.3305800000,6139776.3270000000,7,59
3033,144,888,27,579007.1503600000,6139643.3425700000,7,61
3034,144,888,28,579170.3946800000,6139479.4239200000,7,60
3035,144,888,29,579337.4317100000,6139312.3622300000,7,52
3036,144,888,30,579432.1606500000,6139219.1646100000,7,87
3037,144,888,31,579649.4511600000,6139001.5865400000,7,64
4860,144,888,32,579776.6684290800,6138810.2063230400,7,73
3038,144,888,33,579939.0478455320,6138565.2134696000,7,57
3039,144,888,34,580044.1163200000,6138423.7388100000,7,77
3041,144,888,35,580233.6846600000,6138168.9398800000,7,60
3042,144,888,36,579995.0526000000,6137995.9506500000,7,45
3043,144,888,37,579835.7178600000,6137899.0958100000,7,60
3044,144,888,38,579678.3048400000,6137798.0999900000,7,62
3046,144,888,39,579336.2026206330,6137750.1780804800,7,60
3047,144,888,40,578991.2305357370,6137695.3501790700,7,60
3048,144,888,41,578739.9095772410,6137592.8251726700,7,60
3049,144,888,42,578503.7256471580,6137512.2624916600,7,58
3888,144,888,43,578263.2143000000,6137441.4208600000,7,51
3050,144,888,44,578029.8042100000,6137402.9256900000,7,60
4882,144,888,45,577794.5279976130,6137394.0373598400,7,54
3051,144,888,46,577601.7354307520,6137384.8740174900,7,51
3889,144,888,47,577425.4981309760,6137380.3082882000,7,62
3052,144,888,48,577159.2294100000,6137378.1716100000,7,61
3053,144,888,49,576847.0777300000,6137383.4933200000,7,58
3054,144,888,50,576653.1420100000,6137407.7651500000,7,60
3055,144,888,51,576435.1502200000,6137459.5069500000,7,60
3056,144,888,52,576177.0277219360,6137508.6674773900,7,60
3057,144,888,53,575822.7189000000,6137489.5477200000,7,64
4439,144,888,54,575402.6961376410,6137451.6276899600,7,60
4438,144,888,55,575126.0966242770,6137346.1879563700,7,64
4437,144,888,56,574834.5363182670,6137211.0226141400,7,76
4824,144,888,57,574614.7819536510,6137015.1940955200,7,46
4611,144,888,58,574523.1112900000,6136941.8756900000,7,120
3174,144,888,59,574225.3515609420,6136917.0948354300,7,120
3175,144,888,60,573911.6746500000,6136889.4587100000,7,180
3176,144,888,61,573504.8182543390,6136856.5110718700,7,120
5033,144,888,62,573192.1916524970,6136834.2191232700
3718,144,3226,1,575363.5099905320,6143562.2641077500,10,45
3719,144,3226,2,575179.5911600000,6143372.6237200000,10,45
3720,144,3226,3,575024.7014900000,6143221.3620800000,10,45
4938,144,3226,4,574826.3938131920,6142967.6845611200,10,45
3662,144,3226,5,574756.0710700000,6142750.6126900000,10,45
3116,144,3226,6,575075.1209000000,6142644.8345100000,10,45
3117,144,3226,7,575293.2874200000,6142436.1554764100,10,45
3118,144,3226,8,575505.2186128040,6142238.0218107700,10,45
3119,144,3226,9,575714.5412100000,6142033.4751500000,10,45
3120,144,3226,10,575856.8963900000,6141899.5114500000,10,45
5034,144,3226,11,576059.7596159220,6141713.0962515500,10,45
3121,144,3226,12,576231.7570300000,6141545.3483700000,10,45
3122,144,3226,13,576487.7607900000,6141303.8937700000,10,45
3123,144,3226,14,576640.0925869910,6141161.6071933200,10,45
3767,144,3226,15,576956.5438700000,6140929.6618300000,10,45
3768,144,3226,16,577065.7063500000,6141051.2989500000,10,45
3769,144,3226,17,577244.0161900000,6141235.0714100000,10,45
3770,144,3226,18,577449.6444700000,6141270.2202300000,10,45
550,144,3226,19,577751.5402700000,6141103.6846600000,10,45
548,144,3226,20,577926.5058900000,6140844.7782500000,10,45
5350,144,3226,21,578003.1628863870,6140728.4011360200,10,45
551,144,3226,22,578204.0885300000,6140505.7100400000,10,45
3530,144,3226,23,578315.0005500000,6140345.5447600000,10,45
3030,144,3226,24,578446.1524700000,6140204.0607700000,10,45
3031,144,3226,25,578708.6423700000,6139943.2942700000,10,45
3032,144,3226,26,578875.3305800000,6139776.3270000000,10,45
3033,144,3226,27,579007.1503600000,6139643.3425700000,10,45
3034,144,3226,28,579170.3946800000,6139479.4239200000,10,45
3035,144,3226,29,579337.4317100000,6139312.3622300000,10,45
3036,144,3226,30,579432.1606500000,6139219.1646100000,10,45
3037,144,3226,31,579649.4511600000,6139001.5865400000,10,45
4860,144,3226,32,579776.6684290800,6138810.2063230400,10,45
3038,144,3226,33,579939.0478455320,6138565.2134696000,10,45
3039,144,3226,34,580044.1163200000,6138423.7388100000,10,45
3041,144,3226,35,580233.6846600000,6138168.9398800000,10,45
3042,144,3226,36,579995.0526000000,6137995.9506500000,10,45
3043,144,3226,37,579835.7178600000,6137899.0958100000,10,45
3044,144,3226,38,579678.3048400000,6137798.0999900000,10,45
3046,144,3226,39,579336.2026206330,6137750.1780804800,10,45
3047,144,3226,40,578991.2305357370,6137695.3501790700,10,45
3048,144,3226,41,578739.9095772410,6137592.8251726700,10,45
3049,144,3226,42,578503.7256471580,6137512.2624916600,10,45
3888,144,3226,43,578263.2143000000,6137441.4208600000,10,45
3050,144,3226,44,578029.8042100000,6137402.9256900000,10,45
4882,144,3226,45,577794.5279976130,6137394.0373598400,10,45
3051,144,3226,46,577601.7354307520,6137384.8740174900,10,45
3889,144,3226,47,577425.4981309760,6137380.3082882000,10,45
3052,144,3226,48,577159.2294100000,6137378.1716100000,10,45
3053,144,3226,49,576847.0777300000,6137383.4933200000,10,45
3054,144,3226,50,576653.1420100000,6137407.7651500000,10,45
3055,144,3226,51,576435.1502200000,6137459.5069500000,10,45
3056,144,3226,52,576177.0277219360,6137508.6674773900,10,45
3057,144,3226,53,575822.7189000000,6137489.5477200000,10,45
4439,144,3226,54,575402.6961376410,6137451.6276899600,10,45
4438,144,3226,55,575126.0966242770,6137346.1879563700,10,45
4437,144,3226,56,574834.5363182670,6137211.0226141400,10,45
4824,144,3226,57,574614.7819536510,6137015.1940955200,10,45
4611,144,3226,58,574523.1112900000,6136941.8756900000,10,45
3174,144,3226,59,574225.3515609420,6136917.0948354300,10,45
3175,144,3226,60,573911.6746500000,6136889.4587100000,10,45
3176,144,3226,61,573504.8182543390,6136856.5110718700,10,45
5033,144,3226,62,573192.1916524970,6136834.2191232700,10,45
4758,144,3226,63,573029.2036019150,6136709.8174743500
4929,538,193,1,571865.0433195200,6136752.4434836200,10,45
4769,538,193,2,572082.1490892330,6136600.2448351000,10,45
4770,538,193,3,572277.9710898400,6136676.0604118100,10,45
4771,538,193,4,572566.1072800000,6136789.5162200000,10,45
4772,538,193,5,572746.4778442340,6136854.4992829500,10,45
574,538,193,6,573243.7184472000,6136933.2067228000,10,45
575,538,193,7,573543.2237177700,6136954.5294995100,10,45
4576,538,193,8,573778.3879900000,6137053.8320100000,10,45
4579,538,193,9,573760.6472471380,6137262.2219205100,10,45
3927,538,193,10,573843.6727900000,6137481.0040300000,10,45
3928,538,193,11,573813.2419245370,6137911.3381730500,10,45
3929,538,193,12,573792.8672500000,6138164.5842200000,10,45
3930,538,193,13,573781.4164300000,6138374.7860200000,10,45
3931,538,193,14,573759.1853500000,6138580.3735300000,10,45
567,538,193,15,573747.2546000000,6138746.3935200000,10,45
568,538,193,16,573721.2855200000,6139095.9427600000,10,45
569,538,193,17,573705.4602300000,6139299.6268200000,10,45
3728,538,193,18,573692.8706053990,6139496.4862398500,10,45
3729,538,193,19,573594.3933700000,6139677.6295600000,10,45
3730,538,193,20,573500.7366727970,6139971.4143206700,10,45
3742,538,193,21,573344.5139900000,6140321.5767100000,10,45
3743,538,193,22,573225.0692514980,6140433.8657423900,10,45
3745,538,193,23,572951.6101139480,6140788.2952840700,10,45
1576,538,193,24,572760.6283974510,6141055.8008132500,10,45
1591,538,193,25,572914.8120700000,6141191.5115100000,10,45
1592,538,193,26,573149.8685900000,6141382.6653900000,10,45
1593,538,193,27,573302.4081700000,6141550.3378600000,10,45
4280,538,193,28,573457.0131200000,6141657.3997100000,10,45
1619,538,193,29,573456.5313143290,6142050.5576893900,10,45
3601,538,193,30,573594.9535882380,6142152.8368617800,10,45
3602,538,193,31,573505.8760122250,6142351.1482536300,10,45
1624,538,193,32,573425.6845204370,6142726.7478624600,10,45
1625,538,193,33,573385.6212966670,6142989.6444760800,10,45
3605,538,193,34,573594.6340600000,6142997.0115700000,10,45
3606,538,193,35,573698.4037100000,6142833.0224700000,10,45
3607,538,193,36,573915.9980786120,6142695.9011874800,10,45
3609,538,193,37,573916.7736100000,6143007.6049100000,10,45
3611,538,193,38,574118.7037600000,6143089.8435100000,10,45
5959,538,193,39,574194.6054867440,6142942.7353099200,10,45
3612,538,193,40,574319.4252001340,6142832.6585639100,10,45
3613,538,193,41,574655.0452971810,6142777.5458256600,10,45
3660,538,193,42,574785.3820263300,6142892.4315394900,10,45
3710,538,193,43,574988.9915581080,6143173.9306952600,10,45
3711,538,193,44,575165.9861600000,6143350.1669200000,10,45
3712,538,193,45,575303.9525700000,6143483.3788500000,10,45
2744,538,193,46,575644.9083500000,6143435.8522000000,10,45
2745,538,193,47,575807.2537246930,6143391.3469531900,10,45
2731,538,193,48,576050.1030466260,6143429.1901815400,10,45
2732,538,193,49,576227.4370873780,6143380.0874998800,10,45
2733,538,193,50,576421.7014062840,6143323.7036070500,10,45
2734,538,193,51,576614.5402772060,6143274.9065093300,10,45
2735,538,193,52,576856.0871000000,6143211.0440200000,10,45
2331,538,193,53,576712.3573409860,6142960.8534768500,10,45
5030,538,193,54,576670.9331953600,6142790.4667419000,10,45
3558,538,193,55,576855.8348624550,6142695.8994403800,10,45
3559,538,193,56,577169.1088200000,6142539.5525000000,10,45
3560,538,193,57,577384.1831300000,6142432.3526400000,10,45
3561,538,193,58,577449.7001669570,6142186.9207324500,10,45
3562,538,193,59,577528.8613600000,6141982.0793800000,10,45
3563,538,193,60,577614.5587400000,6141835.6118000000,10,45
3564,538,193,61,577701.1276300000,6141704.9097300000,10,45
3565,538,193,62,577795.7017400000,6141564.4479900000,10,45
3566,538,193,63,577870.6198500000,6141454.2145000000,10,45
3567,538,193,64,577990.3838800000,6141275.3327300000,10,45
3568,538,193,65,578195.8938200000,6140968.0872800000,10,45
3569,538,193,66,578297.1588100000,6140814.0017300000,10,45
3499,538,193,67,578163.3096800000,6140705.9752600000,10,45
551,538,193,68,578204.0885300000,6140505.7100400000,10,45
3530,538,193,69,578315.0005500000,6140345.5447600000,10,45
3030,538,193,70,578446.1524700000,6140204.0607700000,10,45
3031,538,193,71,578708.6423700000,6139943.2942700000,10,45
3032,538,193,72,578875.3305800000,6139776.3270000000,10,45
3033,538,193,73,579007.1503600000,6139643.3425700000,10,45
3034,538,193,74,579170.3946800000,6139479.4239200000,10,45
3035,538,193,75,579337.4317100000,6139312.3622300000,10,45
3036,538,193,76,579432.1606500000,6139219.1646100000,10,45
3037,538,193,77,579649.4511600000,6139001.5865400000,10,45
4860,538,193,78,579776.6684290800,6138810.2063230400,10,45
3038,538,193,79,579939.0478455320,6138565.2134696000,10,45
3039,538,193,80,580044.1163200000,6138423.7388100000,10,45
3041,538,193,81,580233.6846600000,6138168.9398800000,10,45
3079,538,193,82,580336.8596400000,6137923.1053800000
4020,538,2090,1,572863.5450629680,6137468.7119949200,10,45
4320,538,2090,2,572976.6103979460,6137370.2915083900,10,45
573,538,2090,3,573127.6932800000,6137379.1579600000,10,45
574,538,2090,4,573243.7184472000,6136933.2067228000,10,45
575,538,2090,5,573543.2237177700,6136954.5294995100,10,45
4576,538,2090,6,573778.3879900000,6137053.8320100000,10,45
4579,538,2090,7,573760.6472471380,6137262.2219205100,10,45
3927,538,2090,8,573843.6727900000,6137481.0040300000,10,45
3928,538,2090,9,573813.2419245370,6137911.3381730500,10,45
3929,538,2090,10,573792.8672500000,6138164.5842200000,10,45
3930,538,2090,11,573781.4164300000,6138374.7860200000,10,45
3931,538,2090,12,573759.1853500000,6138580.3735300000,10,45
567,538,2090,13,573747.2546000000,6138746.3935200000,10,45
568,538,2090,14,573721.2855200000,6139095.9427600000,10,45
569,538,2090,15,573705.4602300000,6139299.6268200000,10,45
3728,538,2090,16,573692.8706053990,6139496.4862398500,10,45
3729,538,2090,17,573594.3933700000,6139677.6295600000,10,45
3730,538,2090,18,573500.7366727970,6139971.4143206700,10,45
3742,538,2090,19,573344.5139900000,6140321.5767100000,10,45
3743,538,2090,20,573225.0692514980,6140433.8657423900,10,45
3745,538,2090,21,572951.6101139480,6140788.2952840700,10,45
1576,538,2090,22,572760.6283974510,6141055.8008132500,10,45
1591,538,2090,23,572914.8120700000,6141191.5115100000,10,45
1592,538,2090,24,573149.8685900000,6141382.6653900000,10,45
1593,538,2090,25,573302.4081700000,6141550.3378600000,10,45
4280,538,2090,26,573457.0131200000,6141657.3997100000,10,45
1619,538,2090,27,573456.5313143290,6142050.5576893900,10,45
3601,538,2090,28,573594.9535882380,6142152.8368617800,10,45
3602,538,2090,29,573505.8760122250,6142351.1482536300,10,45
1624,538,2090,30,573425.6845204370,6142726.7478624600,10,45
1625,538,2090,31,573385.6212966670,6142989.6444760800,10,45
3605,538,2090,32,573594.6340600000,6142997.0115700000,10,45
3606,538,2090,33,573698.4037100000,6142833.0224700000,10,45
3607,538,2090,34,573915.9980786120,6142695.9011874800,10,45
3609,538,2090,35,573916.7736100000,6143007.6049100000,10,45
3611,538,2090,36,574118.7037600000,6143089.8435100000,10,45
5959,538,2090,37,574194.6054867440,6142942.7353099200,10,45
3612,538,2090,38,574319.4252001340,6142832.6585639100,10,45
3613,538,2090,39,574655.0452971810,6142777.5458256600,10,45
3660,538,2090,40,574785.3820263300,6142892.4315394900,10,45
3710,538,2090,41,574988.9915581080,6143173.9306952600,10,45
3711,538,2090,42,575165.9861600000,6143350.1669200000,10,45
3712,538,2090,43,575303.9525700000,6143483.3788500000,10,45
2744,538,2090,44,575644.9083500000,6143435.8522000000,10,45
2745,538,2090,45,575807.2537246930,6143391.3469531900,10,45
2731,538,2090,46,576050.1030466260,6143429.1901815400,10,45
2732,538,2090,47,576227.4370873780,6143380.0874998800,10,45
2733,538,2090,48,576421.7014062840,6143323.7036070500,10,45
2734,538,2090,49,576614.5402772060,6143274.9065093300,10,45
2735,538,2090,50,576856.0871000000,6143211.0440200000,10,45
2331,538,2090,51,576712.3573409860,6142960.8534768500,10,45
5030,538,2090,52,576670.9331953600,6142790.4667419000,10,45
3558,538,2090,53,576855.8348624550,6142695.8994403800,10,45
3559,538,2090,54,577169.1088200000,6142539.5525000000,10,45
3560,538,2090,55,577384.1831300000,6142432.3526400000,10,45
3561,538,2090,56,577449.7001669570,6142186.9207324500,10,45
3562,538,2090,57,577528.8613600000,6141982.0793800000,10,45
3563,538,2090,58,577614.5587400000,6141835.6118000000,10,45
3564,538,2090,59,577701.1276300000,6141704.9097300000,10,45
3565,538,2090,60,577795.7017400000,6141564.4479900000,10,45
3566,538,2090,61,577870.6198500000,6141454.2145000000,10,45
3567,538,2090,62,577990.3838800000,6141275.3327300000,10,45
3568,538,2090,63,578195.8938200000,6140968.0872800000,10,45
3569,538,2090,64,578297.1588100000,6140814.0017300000,10,45
3499,538,2090,65,578163.3096800000,6140705.9752600000,10,45
551,538,2090,66,578204.0885300000,6140505.7100400000,10,45
3530,538,2090,67,578315.0005500000,6140345.5447600000,10,45
3030,538,2090,68,578446.1524700000,6140204.0607700000,10,45
3031,538,2090,69,578708.6423700000,6139943.2942700000,10,45
3032,538,2090,70,578875.3305800000,6139776.3270000000,10,45
3033,538,2090,71,579007.1503600000,6139643.3425700000,10,45
3034,538,2090,72,579170.3946800000,6139479.4239200000,10,45
3035,538,2090,73,579337.4317100000,6139312.3622300000,10,45
3036,538,2090,74,579432.1606500000,6139219.1646100000,10,45
3037,538,2090,75,579649.4511600000,6139001.5865400000,10,45
4860,538,2090,76,579776.6684290800,6138810.2063230400,10,45
3038,538,2090,77,579939.0478455320,6138565.2134696000,10,45
3039,538,2090,78,580044.1163200000,6138423.7388100000,10,45
3041,538,2090,79,580233.6846600000,6138168.9398800000,10,45
3079,538,2090,80,580336.8596400000,6137923.1053800000
4020,538,3015,1,572863.5450629680,6137468.7119949200,10,45
4320,538,3015,2,572976.6103979460,6137370.2915083900,10,45
573,538,3015,3,573127.6932800000,6137379.1579600000,10,45
574,538,3015,4,573243.7184472000,6136933.2067228000,10,45
575,538,3015,5,573543.2237177700,6136954.5294995100,10,45
4576,538,3015,6,573778.3879900000,6137053.8320100000,10,45
4579,538,3015,7,573760.6472471380,6137262.2219205100,10,45
3927,538,3015,8,573843.6727900000,6137481.0040300000,10,45
3928,538,3015,9,573813.2419245370,6137911.3381730500,10,45
3929,538,3015,10,573792.8672500000,6138164.5842200000,10,45
3930,538,3015,11,573781.4164300000,6138374.7860200000,10,45
3931,538,3015,12,573759.1853500000,6138580.3735300000,10,45
567,538,3015,13,573747.2546000000,6138746.3935200000,10,45
568,538,3015,14,573721.2855200000,6139095.9427600000,10,45
569,538,3015,15,573705.4602300000,6139299.6268200000,10,45
3728,538,3015,16,573692.8706053990,6139496.4862398500,10,45
3729,538,3015,17,573594.3933700000,6139677.6295600000,10,45
3730,538,3015,18,573500.7366727970,6139971.4143206700,10,45
3742,538,3015,19,573344.5139900000,6140321.5767100000,10,45
3743,538,3015,20,573225.0692514980,6140433.8657423900,10,45
3745,538,3015,21,572951.6101139480,6140788.2952840700,10,45
1576,538,3015,22,572760.6283974510,6141055.8008132500,10,45
1591,538,3015,23,572914.8120700000,6141191.5115100000,10,45
1592,538,3015,24,573149.8685900000,6141382.6653900000,10,45
1593,538,3015,25,573302.4081700000,6141550.3378600000,10,45
4280,538,3015,26,573457.0131200000,6141657.3997100000,10,45
1619,538,3015,27,573456.5313143290,6142050.5576893900,10,45
3601,538,3015,28,573594.9535882380,6142152.8368617800,10,45
3602,538,3015,29,573505.8760122250,6142351.1482536300,10,45
1624,538,3015,30,573425.6845204370,6142726.7478624600,10,45
1625,538,3015,31,573385.6212966670,6142989.6444760800,10,45
3605,538,3015,32,573594.6340600000,6142997.0115700000,10,45
3606,538,3015,33,573698.4037100000,6142833.0224700000,10,45
3607,538,3015,34,573915.9980786120,6142695.9011874800,10,45
3609,538,3015,35,573916.7736100000,6143007.6049100000,10,45
3611,538,3015,36,574118.7037600000,6143089.8435100000,10,45
5959,538,3015,37,574194.6054867440,6142942.7353099200,10,45
3612,538,3015,38,574319.4252001340,6142832.6585639100,10,45
3613,538,3015,39,574655.0452971810,6142777.5458256600,10,45
3660,538,3015,40,574785.3820263300,6142892.4315394900,10,45
3710,538,3015,41,574988.9915581080,6143173.9306952600,10,45
3711,538,3015,42,575165.9861600000,6143350.1669200000,10,45
3712,538,3015,43,575303.9525700000,6143483.3788500000,10,45
2744,538,3015,44,575644.9083500000,6143435.8522000000,10,45
2745,538,3015,45,575807.2537246930,6143391.3469531900,10,45
